hdop,satellites,vibration_x,gps_trust_score,action_taken,scenario
1.01,18,0.534,0.7475,CAUTION,Good_GPS
0.86,17,0.264,0.7975,CAUTION,Good_GPS
1.79,16,0.578,0.68,CAUTION,Medium_GPS
2.34,16,0.143,0.68,CAUTION,Medium_GPS
1.08,14,0.345,0.71,CAUTION,Good_GPS
2.35,20,0.42,0.675,CAUTION,Medium_GPS
0.56,16,0.329,0.8425,CAUTION,Good_GPS
2.66,19,0.272,0.64,CAUTION,Poor_GPS
2.39,15,0.004,0.68,CAUTION,Medium_GPS
1.13,16,0.569,0.7475,CAUTION,Good_GPS
2.84,16,0.177,0.68,CAUTION,Poor_GPS
0.74,19,0.569,0.7925,CAUTION,Good_GPS
1.71,19,0.486,0.73,CAUTION,Medium_GPS
0.79,7,0.391,0.685,CAUTION,Good_GPS
2.43,15,0.101,0.68,CAUTION,Medium_GPS
1.42,18,0.256,0.73,CAUTION,Good_GPS
1.57,10,0.133,0.6825,CAUTION,Medium_GPS
2.07,13,0.188,0.5925,CAUTION,Medium_GPS
3.4,7,0.564,0.32,SWITCH_TO_NON_GPS,Poor_GPS
2.74,10,0.505,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
2.85,15,0.336,0.64,CAUTION,Poor_GPS
2.11,8,0.563,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
3.01,20,0.317,0.5625,CAUTION,Poor_GPS
1.59,7,0.289,0.5725,CAUTION,Medium_GPS
3.16,15,0.43,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.57,9,0.14,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
2.49,10,0.314,0.5525,CAUTION,Medium_GPS
1.44,22,0.748,0.715,CAUTION,Good_GPS
2.58,21,0.088,0.715,CAUTION,Poor_GPS
0.97,17,0.47,0.7975,CAUTION,Good_GPS
1.43,16,0.838,0.68,CAUTION,Good_GPS
1.22,9,0.088,0.6125,CAUTION,Good_GPS
0.89,14,0.053,0.75,CAUTION,Good_GPS
3.13,9,0.358,0.37,SWITCH_TO_NON_GPS,Poor_GPS
0.88,20,0.253,0.8325,CAUTION,Good_GPS
1.2,13,0.235,0.6425,CAUTION,Good_GPS
1.54,8,0.547,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.17,6,0.069,0.61,CAUTION,Good_GPS
0.76,12,0.122,0.795,CAUTION,Good_GPS
1.47,11,0.004,0.6825,CAUTION,Good_GPS
1.44,15,0.32,0.73,CAUTION,Good_GPS
1.76,16,0.104,0.77,CAUTION,Medium_GPS
3.07,9,0.325,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.55,11,0.361,0.5525,CAUTION,Poor_GPS
1.45,20,0.685,0.715,CAUTION,Good_GPS
2.65,14,0.061,0.5925,CAUTION,Poor_GPS
2.98,16,0.298,0.64,CAUTION,Poor_GPS
2.93,14,0.32,0.5525,CAUTION,Poor_GPS
2.91,22,0.176,0.715,CAUTION,Poor_GPS
3.2,14,0.164,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.76,16,0.286,0.8425,CAUTION,Good_GPS
1.2,15,0.39,0.73,CAUTION,Good_GPS
1.45,18,0.6,0.68,CAUTION,Good_GPS
0.54,22,0.257,0.8775,GPS_OK,Excellent_GPS
2.85,17,0.582,0.59,CAUTION,Poor_GPS
3.43,21,0.264,0.5625,CAUTION,Poor_GPS
1.6,20,0.336,0.765,CAUTION,Medium_GPS
1.51,12,0.341,0.6425,CAUTION,Medium_GPS
2.04,13,0.496,0.5525,CAUTION,Medium_GPS
2.45,21,0.575,0.625,CAUTION,Medium_GPS
2.15,8,0.101,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.13,6,0.19,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
1.01,10,0.303,0.71,CAUTION,Good_GPS
3.47,8,0.438,0.37,SWITCH_TO_NON_GPS,Poor_GPS
2.3,17,0.389,0.64,CAUTION,Medium_GPS
1.07,7,0.085,0.68,CAUTION,Good_GPS
0.77,19,0.584,0.7925,CAUTION,Good_GPS
1.21,6,0.543,0.4525,SWITCH_TO_NON_GPS,Good_GPS
0.95,6,0.261,0.57,CAUTION,Good_GPS
1.31,22,0.007,0.805,CAUTION,Good_GPS
2.13,20,0.083,0.715,CAUTION,Medium_GPS
1.42,8,0.092,0.6125,CAUTION,Good_GPS
2.45,13,0.474,0.5525,CAUTION,Medium_GPS
2.27,16,0.417,0.64,CAUTION,Medium_GPS
2.29,14,0.651,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.22,16,0.325,0.64,CAUTION,Medium_GPS
2.39,20,0.312,0.675,CAUTION,Medium_GPS
1.12,11,0.014,0.75,CAUTION,Good_GPS
1.73,17,0.215,0.73,CAUTION,Medium_GPS
0.76,8,0.377,0.685,CAUTION,Good_GPS
1.95,10,0.623,0.5925,CAUTION,Medium_GPS
0.58,7,0.242,0.685,CAUTION,Good_GPS
0.76,11,0.448,0.755,CAUTION,Good_GPS
2.92,20,0.228,0.675,CAUTION,Poor_GPS
2.83,13,0.198,0.5925,CAUTION,Poor_GPS
1.5,15,0.035,0.77,CAUTION,Medium_GPS
0.71,6,0.991,0.565,CAUTION,Good_GPS
3.12,20,0.496,0.5625,CAUTION,Poor_GPS
1.8,13,0.298,0.6425,CAUTION,Medium_GPS
1.7,6,0.284,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
2.57,19,0.25,0.64,CAUTION,Poor_GPS
1.25,10,0.591,0.5925,CAUTION,Good_GPS
1.84,18,0.278,0.73,CAUTION,Medium_GPS
1.31,20,0.101,0.805,CAUTION,Good_GPS
1.29,19,0.536,0.68,CAUTION,Good_GPS
0.8,14,0.376,0.71,CAUTION,Good_GPS
1.08,7,0.601,0.59,CAUTION,Good_GPS
0.68,15,0.192,0.8825,GPS_OK,Good_GPS
0.87,22,0.58,0.7825,CAUTION,Good_GPS
1.73,19,0.419,0.73,CAUTION,Medium_GPS
3.04,16,1.089,0.4275,SWITCH_TO_NON_GPS,Poor_GPS
1.31,11,0.79,0.5925,CAUTION,Good_GPS
1.9,8,0.184,0.6125,CAUTION,Medium_GPS
3.25,14,0.616,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.99,17,0.556,0.68,CAUTION,Medium_GPS
1.22,15,0.109,0.77,CAUTION,Good_GPS
2.76,15,0.608,0.59,CAUTION,Poor_GPS
3.04,14,0.329,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.45,22,0.257,0.675,CAUTION,Medium_GPS
3.12,20,0.558,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
1.17,7,0.088,0.68,CAUTION,Good_GPS
2.11,11,0.052,0.5925,CAUTION,Medium_GPS
1.0,15,0.468,0.7975,CAUTION,Good_GPS
2.88,13,0.277,0.5525,CAUTION,Poor_GPS
0.7,17,0.72,0.7925,CAUTION,Good_GPS
1.03,7,0.649,0.59,CAUTION,Good_GPS
2.75,20,0.082,0.715,CAUTION,Poor_GPS
1.62,17,0.407,0.73,CAUTION,Medium_GPS
3.12,19,0.225,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.77,16,0.047,0.8825,GPS_OK,Good_GPS
2.63,6,0.004,0.4525,SWITCH_TO_NON_GPS,Poor_GPS
0.66,21,0.474,0.8775,GPS_OK,Excellent_GPS
0.79,15,0.013,0.8825,GPS_OK,Good_GPS
1.26,12,0.174,0.6825,CAUTION,Good_GPS
1.89,16,0.135,0.77,CAUTION,Medium_GPS
1.59,22,0.333,0.765,CAUTION,Medium_GPS
2.11,7,0.512,0.4325,SWITCH_TO_NON_GPS,Medium_GPS
1.11,6,0.208,0.57,CAUTION,Good_GPS
1.6,20,0.294,0.765,CAUTION,Medium_GPS
0.53,12,0.122,0.795,CAUTION,Good_GPS
3.28,15,0.007,0.5675,CAUTION,Poor_GPS
1.5,11,0.191,0.6825,CAUTION,Medium_GPS
2.24,17,0.088,0.68,CAUTION,Medium_GPS
2.21,20,0.586,0.625,CAUTION,Medium_GPS
0.89,9,0.128,0.68,CAUTION,Good_GPS
1.99,19,0.311,0.73,CAUTION,Medium_GPS
0.81,18,0.348,0.7975,CAUTION,Good_GPS
2.8,21,0.322,0.675,CAUTION,Poor_GPS
1.86,22,0.02,0.805,CAUTION,Medium_GPS
2.85,11,0.62,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
3.34,19,0.277,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.27,14,0.341,0.6425,CAUTION,Good_GPS
3.14,17,0.12,0.5675,CAUTION,Poor_GPS
1.9,22,0.029,0.805,CAUTION,Medium_GPS
2.89,16,0.011,0.68,CAUTION,Poor_GPS
0.56,15,0.313,0.8425,CAUTION,Good_GPS
3.35,19,0.155,0.5675,CAUTION,Poor_GPS
3.32,16,0.578,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.37,22,0.094,0.805,CAUTION,Good_GPS
0.53,9,0.126,0.725,CAUTION,Good_GPS
3.04,18,0.493,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.11,13,0.3,0.71,CAUTION,Good_GPS
0.8,21,0.636,0.7825,CAUTION,Good_GPS
3.42,10,0.06,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.81,14,0.609,0.5025,SWITCH_TO_NON_GPS,Poor_GPS
0.51,13,0.41,0.755,CAUTION,Good_GPS
1.01,7,0.603,0.59,CAUTION,Good_GPS
3.02,19,0.334,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.43,15,0.405,0.73,CAUTION,Good_GPS
3.26,11,0.323,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.27,11,0.366,0.5525,CAUTION,Medium_GPS
3.29,10,0.428,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.73,10,0.491,0.5525,CAUTION,Poor_GPS
0.75,12,0.754,0.705,CAUTION,Good_GPS
2.23,15,0.446,0.64,CAUTION,Medium_GPS
0.78,12,0.474,0.755,CAUTION,Good_GPS
1.98,15,0.408,0.73,CAUTION,Medium_GPS
1.09,11,1.021,0.61,CAUTION,Good_GPS
2.48,8,0.252,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.3,20,0.112,0.6025,CAUTION,Poor_GPS
2.69,13,0.048,0.5925,CAUTION,Poor_GPS
1.8,12,0.37,0.6425,CAUTION,Medium_GPS
1.82,18,0.454,0.73,CAUTION,Medium_GPS
2.27,14,0.455,0.5525,CAUTION,Medium_GPS
2.83,19,0.215,0.64,CAUTION,Poor_GPS
1.54,17,0.212,0.73,CAUTION,Medium_GPS
1.63,15,0.06,0.77,CAUTION,Medium_GPS
0.79,18,0.184,0.8825,GPS_OK,Good_GPS
3.39,22,0.191,0.6025,CAUTION,Poor_GPS
1.62,15,0.356,0.73,CAUTION,Medium_GPS
2.19,19,0.661,0.59,CAUTION,Medium_GPS
2.36,15,0.225,0.64,CAUTION,Medium_GPS
3.13,18,0.096,0.5675,CAUTION,Poor_GPS
0.75,20,1.028,0.7775,CAUTION,Excellent_GPS
1.27,19,0.581,0.68,CAUTION,Good_GPS
1.08,13,0.24,0.71,CAUTION,Good_GPS
3.02,10,0.65,0.39,SWITCH_TO_NON_GPS,Poor_GPS
0.65,15,0.439,0.8425,CAUTION,Good_GPS
2.98,19,0.151,0.68,CAUTION,Poor_GPS
1.41,21,0.904,0.715,CAUTION,Good_GPS
2.62,13,0.452,0.5525,CAUTION,Poor_GPS
1.86,10,0.405,0.6425,CAUTION,Medium_GPS
1.99,20,0.613,0.715,CAUTION,Medium_GPS
1.45,15,0.474,0.73,CAUTION,Good_GPS
2.08,22,0.244,0.675,CAUTION,Medium_GPS
0.86,6,0.285,0.57,CAUTION,Good_GPS
1.02,20,0.79,0.7825,CAUTION,Good_GPS
0.66,9,0.298,0.685,CAUTION,Good_GPS
2.79,6,0.53,0.3625,SWITCH_TO_NON_GPS,Poor_GPS
1.93,13,0.181,0.6825,CAUTION,Medium_GPS
1.69,18,0.729,0.68,CAUTION,Medium_GPS
0.54,16,0.322,0.8425,CAUTION,Good_GPS
1.5,11,0.247,0.6425,CAUTION,Medium_GPS
0.56,16,0.218,0.8425,CAUTION,Good_GPS
2.36,18,0.574,0.59,CAUTION,Medium_GPS
2.53,20,0.483,0.675,CAUTION,Poor_GPS
3.18,15,0.545,0.4775,SWITCH_TO_NON_GPS,Poor_GPS
1.61,22,0.366,0.765,CAUTION,Medium_GPS
3.06,15,0.347,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
0.97,8,0.175,0.68,CAUTION,Good_GPS
3.12,11,0.444,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.4,8,0.222,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.56,19,0.231,0.64,CAUTION,Poor_GPS
2.75,20,0.111,0.715,CAUTION,Poor_GPS
2.9,16,0.223,0.64,CAUTION,Poor_GPS
0.75,19,0.381,0.8425,CAUTION,Good_GPS
1.96,13,0.274,0.6425,CAUTION,Medium_GPS
1.07,13,0.377,0.71,CAUTION,Good_GPS
2.14,19,0.188,0.68,CAUTION,Medium_GPS
1.22,14,0.641,0.5925,CAUTION,Good_GPS
1.23,12,0.628,0.5925,CAUTION,Good_GPS
3.48,18,0.126,0.5675,CAUTION,Poor_GPS
1.3,19,0.554,0.68,CAUTION,Good_GPS
1.5,11,0.532,0.5925,CAUTION,Medium_GPS
2.69,18,0.519,0.59,CAUTION,Poor_GPS
3.48,10,0.618,0.39,SWITCH_TO_NON_GPS,Poor_GPS
2.23,9,0.063,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.38,9,0.248,0.5725,CAUTION,Good_GPS
3.41,22,0.001,0.6025,CAUTION,Poor_GPS
2.15,6,0.169,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
1.98,10,0.179,0.6825,CAUTION,Medium_GPS
3.29,20,0.393,0.5625,CAUTION,Poor_GPS
3.39,13,0.037,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.61,17,0.243,0.73,CAUTION,Medium_GPS
0.67,16,0.303,0.8425,CAUTION,Good_GPS
1.76,10,0.043,0.6825,CAUTION,Medium_GPS
2.12,7,0.298,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.87,20,0.347,0.675,CAUTION,Poor_GPS
1.4,8,0.4,0.5725,CAUTION,Good_GPS
3.07,20,0.249,0.5625,CAUTION,Poor_GPS
3.14,12,0.187,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.67,13,0.002,0.5925,CAUTION,Poor_GPS
2.32,15,0.119,0.68,CAUTION,Medium_GPS
0.98,21,0.579,0.7825,CAUTION,Good_GPS
1.5,7,0.587,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
3.3,16,0.356,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
3.4,16,0.209,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
2.02,19,0.015,0.68,CAUTION,Medium_GPS
0.71,22,0.364,0.8775,GPS_OK,Excellent_GPS
1.27,10,0.702,0.5925,CAUTION,Good_GPS
3.09,12,0.181,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.91,10,0.211,0.5525,CAUTION,Poor_GPS
1.94,9,0.499,0.5725,CAUTION,Medium_GPS
3.26,10,0.344,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.48,6,0.026,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
3.09,12,0.189,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.87,7,0.367,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
3.49,12,0.277,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.94,17,0.042,0.68,CAUTION,Poor_GPS
1.3,8,0.248,0.5725,CAUTION,Good_GPS
1.51,19,0.198,0.77,CAUTION,Medium_GPS
1.19,10,0.529,0.66,CAUTION,Good_GPS
1.22,14,0.263,0.6425,CAUTION,Good_GPS
1.04,9,0.36,0.64,CAUTION,Good_GPS
1.08,13,0.08,0.75,CAUTION,Good_GPS
2.0,16,0.239,0.64,CAUTION,Medium_GPS
1.56,22,0.172,0.805,CAUTION,Medium_GPS
2.12,7,0.42,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
3.11,21,0.331,0.5625,CAUTION,Poor_GPS
2.95,14,0.127,0.5925,CAUTION,Poor_GPS
2.76,19,0.128,0.68,CAUTION,Poor_GPS
3.33,14,0.472,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.18,16,0.492,0.64,CAUTION,Medium_GPS
1.87,8,0.513,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
2.51,14,0.473,0.5525,CAUTION,Poor_GPS
1.99,16,0.103,0.77,CAUTION,Medium_GPS
2.87,7,0.367,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
2.38,18,0.488,0.64,CAUTION,Medium_GPS
2.27,18,0.049,0.68,CAUTION,Medium_GPS
3.25,6,0.179,0.34,SWITCH_TO_NON_GPS,Poor_GPS
3.34,13,0.32,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.06,9,0.038,0.68,CAUTION,Good_GPS
1.1,13,0.055,0.75,CAUTION,Good_GPS
3.32,21,0.244,0.5625,CAUTION,Poor_GPS
2.82,9,0.252,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
3.1,20,0.645,0.5125,SWITCH_TO_NON_GPS,Poor_GPS
3.04,9,0.382,0.37,SWITCH_TO_NON_GPS,Poor_GPS
0.63,18,0.446,0.8425,CAUTION,Good_GPS
2.62,12,0.3,0.5525,CAUTION,Poor_GPS
1.07,13,0.466,0.71,CAUTION,Good_GPS
0.83,10,0.014,0.75,CAUTION,Good_GPS
3.12,20,0.314,0.5625,CAUTION,Poor_GPS
2.97,20,0.259,0.675,CAUTION,Poor_GPS
1.25,9,0.024,0.6125,CAUTION,Good_GPS
3.05,21,0.17,0.6025,CAUTION,Poor_GPS
1.56,14,0.405,0.6425,CAUTION,Medium_GPS
2.65,6,0.357,0.4125,SWITCH_TO_NON_GPS,Poor_GPS
0.87,21,0.074,0.8725,GPS_OK,Good_GPS
1.02,14,0.391,0.71,CAUTION,Good_GPS
3.48,22,0.402,0.5625,CAUTION,Poor_GPS
2.11,15,0.006,0.68,CAUTION,Medium_GPS
0.9,6,0.242,0.57,CAUTION,Good_GPS
1.21,12,0.116,0.6825,CAUTION,Good_GPS
1.83,6,0.122,0.5425,SWITCH_TO_NON_GPS,Medium_GPS
0.64,21,0.26,0.8775,GPS_OK,Excellent_GPS
2.85,8,0.294,0.4825,SWITCH_TO_NON_GPS,Poor_GPS
1.99,8,0.174,0.6125,CAUTION,Medium_GPS
2.59,18,0.378,0.64,CAUTION,Poor_GPS
1.81,16,0.233,0.73,CAUTION,Medium_GPS
3.35,11,0.087,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.26,21,0.457,0.675,CAUTION,Medium_GPS
2.57,9,0.928,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
1.08,15,0.537,0.7475,CAUTION,Good_GPS
2.49,9,0.099,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.22,6,0.393,0.5025,SWITCH_TO_NON_GPS,Good_GPS
1.42,6,0.051,0.5425,SWITCH_TO_NON_GPS,Good_GPS
2.82,8,0.538,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
2.32,18,1.049,0.54,SWITCH_TO_NON_GPS,Medium_GPS
1.85,12,0.071,0.6825,CAUTION,Medium_GPS
1.32,7,0.374,0.5725,CAUTION,Good_GPS
3.16,6,0.546,0.25,SWITCH_TO_NON_GPS,Poor_GPS
3.35,13,0.495,0.44,SWITCH_TO_NON_GPS,Poor_GPS
3.17,19,0.274,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.52,18,0.694,0.68,CAUTION,Medium_GPS
1.26,18,0.044,0.77,CAUTION,Good_GPS
1.07,14,0.082,0.75,CAUTION,Good_GPS
1.18,8,0.013,0.68,CAUTION,Good_GPS
1.6,8,0.492,0.5725,CAUTION,Medium_GPS
3.45,12,0.366,0.44,SWITCH_TO_NON_GPS,Poor_GPS
2.73,13,0.319,0.5525,CAUTION,Poor_GPS
1.79,21,0.34,0.765,CAUTION,Medium_GPS
0.65,12,0.175,0.795,CAUTION,Good_GPS
1.45,14,0.533,0.5925,CAUTION,Good_GPS
0.87,10,0.406,0.71,CAUTION,Good_GPS
3.08,13,0.662,0.39,SWITCH_TO_NON_GPS,Poor_GPS
1.06,8,0.45,0.64,CAUTION,Good_GPS
2.06,6,0.149,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
1.97,14,0.4,0.6425,CAUTION,Medium_GPS
1.38,21,0.839,0.715,CAUTION,Good_GPS
2.33,14,0.381,0.5525,CAUTION,Medium_GPS
0.71,11,0.651,0.705,CAUTION,Good_GPS
2.69,9,0.621,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
1.62,16,0.135,0.77,CAUTION,Medium_GPS
3.45,21,0.409,0.5625,CAUTION,Poor_GPS
1.28,12,0.449,0.6425,CAUTION,Good_GPS
1.78,10,0.47,0.6425,CAUTION,Medium_GPS
0.59,7,0.136,0.725,CAUTION,Good_GPS
2.31,21,0.253,0.675,CAUTION,Medium_GPS
0.54,14,0.683,0.705,CAUTION,Good_GPS
3.19,13,0.199,0.48,SWITCH_TO_NON_GPS,Poor_GPS
3.42,19,0.133,0.5675,CAUTION,Poor_GPS
3.02,19,0.361,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
1.6,8,0.242,0.5725,CAUTION,Medium_GPS
2.19,13,0.375,0.5525,CAUTION,Medium_GPS
2.66,19,0.339,0.64,CAUTION,Poor_GPS
2.42,8,0.456,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
0.79,15,0.0,0.8825,GPS_OK,Good_GPS
0.66,7,0.506,0.635,CAUTION,Good_GPS
2.2,16,0.409,0.64,CAUTION,Medium_GPS
2.55,14,0.28,0.5525,CAUTION,Poor_GPS
1.32,6,0.337,0.5025,SWITCH_TO_NON_GPS,Good_GPS
3.19,6,0.337,0.3,SWITCH_TO_NON_GPS,Poor_GPS
1.88,19,0.246,0.73,CAUTION,Medium_GPS
2.9,16,0.259,0.64,CAUTION,Poor_GPS
1.08,9,0.016,0.68,CAUTION,Good_GPS
1.52,14,0.229,0.6425,CAUTION,Medium_GPS
0.99,11,0.364,0.71,CAUTION,Good_GPS
3.25,7,0.435,0.37,SWITCH_TO_NON_GPS,Poor_GPS
0.76,16,0.236,0.8425,CAUTION,Good_GPS
2.2,10,0.135,0.5925,CAUTION,Medium_GPS
0.77,9,0.274,0.685,CAUTION,Good_GPS
3.17,19,0.159,0.5675,CAUTION,Poor_GPS
2.36,21,0.599,0.625,CAUTION,Medium_GPS
0.99,19,0.398,0.7975,CAUTION,Good_GPS
0.53,8,0.152,0.725,CAUTION,Good_GPS
2.11,18,0.067,0.68,CAUTION,Medium_GPS
1.63,21,0.247,0.765,CAUTION,Medium_GPS
2.95,20,0.349,0.675,CAUTION,Poor_GPS
0.57,16,0.064,0.8825,GPS_OK,Good_GPS
1.31,20,0.326,0.765,CAUTION,Good_GPS
2.56,18,0.324,0.64,CAUTION,Poor_GPS
2.35,14,0.219,0.5525,CAUTION,Medium_GPS
2.21,14,0.674,0.5025,SWITCH_TO_NON_GPS,Medium_GPS
1.08,22,0.381,0.8325,CAUTION,Good_GPS
2.63,20,0.257,0.675,CAUTION,Poor_GPS
3.0,7,0.459,0.37,SWITCH_TO_NON_GPS,Poor_GPS
1.84,13,0.367,0.6425,CAUTION,Medium_GPS
2.84,9,0.013,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
1.96,15,0.213,0.73,CAUTION,Medium_GPS
1.97,18,0.118,0.77,CAUTION,Medium_GPS
0.52,20,0.098,0.9175,GPS_OK,Excellent_GPS
1.26,16,0.275,0.73,CAUTION,Good_GPS
2.14,20,0.108,0.715,CAUTION,Medium_GPS
2.14,22,0.022,0.715,CAUTION,Medium_GPS
1.29,11,0.469,0.6425,CAUTION,Good_GPS
1.25,8,0.579,0.5225,SWITCH_TO_NON_GPS,Good_GPS
2.14,20,0.309,0.675,CAUTION,Medium_GPS
0.72,13,0.071,0.795,CAUTION,Good_GPS
2.16,8,0.478,0.4825,SWITCH_TO_NON_GPS,Medium_GPS
2.98,20,0.324,0.675,CAUTION,Poor_GPS
1.36,19,0.467,0.73,CAUTION,Good_GPS
2.09,17,0.247,0.64,CAUTION,Medium_GPS
1.4,12,0.359,0.6425,CAUTION,Good_GPS
3.48,14,0.089,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.52,14,0.154,0.795,CAUTION,Good_GPS
2.35,21,0.537,0.625,CAUTION,Medium_GPS
1.89,8,0.285,0.5725,CAUTION,Medium_GPS
2.43,21,0.471,0.675,CAUTION,Medium_GPS
0.99,21,0.031,0.8725,GPS_OK,Good_GPS
3.27,13,0.466,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.26,22,0.124,0.805,CAUTION,Good_GPS
1.12,9,0.179,0.68,CAUTION,Good_GPS
2.24,16,0.113,0.68,CAUTION,Medium_GPS
3.23,11,0.129,0.48,SWITCH_TO_NON_GPS,Poor_GPS
0.86,8,0.091,0.68,CAUTION,Good_GPS
0.57,20,0.088,0.9175,GPS_OK,Excellent_GPS
1.19,14,0.553,0.66,CAUTION,Good_GPS
3.07,19,0.064,0.5675,CAUTION,Poor_GPS
2.93,7,0.818,0.4325,SWITCH_TO_NON_GPS,Poor_GPS
2.1,20,0.147,0.715,CAUTION,Medium_GPS
0.6,20,0.041,0.9175,GPS_OK,Excellent_GPS
1.7,22,0.66,0.715,CAUTION,Medium_GPS
1.93,17,0.026,0.77,CAUTION,Medium_GPS
2.98,16,0.439,0.64,CAUTION,Poor_GPS
0.71,20,0.054,0.9175,GPS_OK,Excellent_GPS
1.22,14,0.176,0.6825,CAUTION,Good_GPS
2.26,13,0.398,0.5525,CAUTION,Medium_GPS
0.65,15,0.395,0.8425,CAUTION,Good_GPS
3.01,17,0.073,0.5675,CAUTION,Poor_GPS
1.92,20,0.629,0.715,CAUTION,Medium_GPS
2.13,9,0.065,0.5225,SWITCH_TO_NON_GPS,Medium_GPS
1.2,21,0.823,0.715,CAUTION,Good_GPS
0.52,10,0.346,0.755,CAUTION,Good_GPS
2.93,17,0.202,0.64,CAUTION,Poor_GPS
0.83,14,0.461,0.71,CAUTION,Good_GPS
1.97,11,0.486,0.6425,CAUTION,Medium_GPS
1.92,11,0.082,0.6825,CAUTION,Medium_GPS
3.33,13,0.276,0.44,SWITCH_TO_NON_GPS,Poor_GPS
1.75,10,0.183,0.6825,CAUTION,Medium_GPS
3.1,15,0.463,0.5275,SWITCH_TO_NON_GPS,Poor_GPS
3.25,8,0.048,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.68,15,0.593,0.59,CAUTION,Poor_GPS
1.24,22,0.561,0.715,CAUTION,Good_GPS
1.39,22,0.595,0.715,CAUTION,Good_GPS
3.11,11,0.031,0.48,SWITCH_TO_NON_GPS,Poor_GPS
2.55,9,0.099,0.5225,SWITCH_TO_NON_GPS,Poor_GPS
0.59,17,0.319,0.8425,CAUTION,Good_GPS
3.27,9,0.115,0.41,SWITCH_TO_NON_GPS,Poor_GPS
2.71,18,0.237,0.64,CAUTION,Poor_GPS
0.89,20,0.27,0.8325,CAUTION,Good_GPS
0.57,14,0.016,0.795,CAUTION,Good_GPS
1.82,6,0.711,0.4525,SWITCH_TO_NON_GPS,Medium_GPS
2.41,15,0.458,0.64,CAUTION,Medium_GPS
2.51,20,0.061,0.715,CAUTION,Poor_GPS
0.97,12,0.152,0.75,CAUTION,Good_GPS
2.82,21,0.3,0.675,CAUTION,Poor_GPS
3.5,12,0.016,0.48,SWITCH_TO_NON_GPS,Poor_GPS
1.62,10,0.438,0.6425,CAUTION,Medium_GPS
0.91,13,0.331,0.71,CAUTION,Good_GPS
